Deployment #,SD #,Date,Time,Video #,Carcass #,Partial Scavenge?,Full Scavenge (Carcass Removal)?,Camera Trappers? ,Deer Mouse,Common Raven,American Crow,Rat,Coyote,Domestic Dog,Raccoon,Gray Fox,Striped Skunk,Virginia Opossum,Western Gull,Domestic Cat,Human Visitors,Domestic Dog Visitors,Camera Failure?
3,8,2/27/23,19:12:04,0081,52,TRUE,FALSE,FALSE,2,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:15:34,0015,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:16:44,0082,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:17:34,0016,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:19:18,0017,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:20:16,0083,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:20:42,0018,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:26:48,0084,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:28:48,0019,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:29:36,0085,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:30:04,0020,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:30:54,0086,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:32:16,0087,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:33:16,0088,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:34:12,0089,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:36:26,0021,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:37:08,0090,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:37:28,0022,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:41:28,0023,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:43:44,0024,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:45:30,0025,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:47:34,0026,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,19:52:00,0027,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:54:58,0091,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:57:46,0092,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:58:40,0093,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,19:59:32,0094,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:00:42,0095,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:01:52,0096,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:05:32,0097,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:06:28,0098,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:10:48,0099,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:15:30,0100,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:16:26,0028,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:18:10,0101,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:19:06,0029,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:19:06,0102,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:20:02,0103,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:20:52,0030,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:22:24,0104,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:22:32,0031,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:23:32,0032,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:24:32,0105,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:25:30,0033,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:29:04,0106,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:32:06,0107,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:34:06,0108,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:34:16,0034,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:36:12,0109,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:37:04,0110,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:38:16,0111,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:38:52,0035,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:39:50,0036,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,20:40:42,0037,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:41:30,0112,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:43:58,0113,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,20:51:18,0114,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:02:02,0038,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:05:40,0039,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:06:48,0040,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:07:46,0041,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:11:48,0042,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:12:58,0043,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:16:36,0044,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,21:16:46,0115,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:18:00,0045,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:18:54,0046,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,21:23:44,0116,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,21:25:18,0117,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:26:54,0047,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:28:36,0048,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,21:30:18,0118,52,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:30:22,0049,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:31:38,0050,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:34:48,0051,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:36:22,0052,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:38:34,0053,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:39:50,0054,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:40:46,0055,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:42:28,0056,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:46:28,0057,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,21:47:26,0058,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:11:16,0059,35,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:14:56,0060,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/27/23,22:15:28,0119,52,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:23:46,0061,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:24:42,0062,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:25:54,0063,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,8,2/26/23,22:34:00,0064,35,TRUE,FALSE,FALSE,1,,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,6:44:40,0002,36,TRUE,FALSE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,6:45:34,0003,36,TRUE,FALSE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,6:47:10,0004,36,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,6:53:12,0011,53,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,7:20:00,0012,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,8:16:02,0005,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,8:17:00,0013,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,8:17:22,0006,43,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,8:18:14,0014,56,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,8:26:42,0007,43,TRUE,FALSE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,8:28:08,0008,43,TRUE,FALSE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,8:29:14,0009,43,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,8:37:16,0015,56,TRUE,FALSE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,8:38:30,0016,56,FALSE,TRUE,FALSE,,2,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,8:39:38,0017,56,FALSE,TRUE,FALSE,,1,,,,,,,,,,,FALSE,FALSE,
3,16,2/28/23,17:41:34,0018,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/27/23,17:44:20,0010,53,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,16,2/26/23,17:59:58,0001,36,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,0:02:34,0036,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,0:06:02,0037,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,0:08:20,0007,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,1:00:02,0008,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,1:11:22,0038,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,1:12:14,0039,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,2:10:20,0040,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,2:50:52,0041,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,6:21:56,0042,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,6:23:46,0043,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,6:56:36,0009,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,7:01:48,0010,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,8:10:52,0044,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,8:10:58,0011,45,FALSE,FALSE,FALSE,,,,,,,,,,,,,TRUE,FALSE,TRUE
3,17,2/28/23,9:11:24,0045,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,9:21:08,0046,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,9:22:42,0047,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,11:54:32,0012,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,12:00:00,0013,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,12:07:18,0048,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,12:59:26,0014,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,13:03:22,0015,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,13:04:40,0016,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,13:09:20,0017,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,13:10:40,0049,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,TRUE,FALSE,
3,17,2/27/23,13:12:06,0018,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,13:24:10,0050,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,13:27:48,0051,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,13:32:40,0019,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,13:33:48,0052,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,14:08:14,0053,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,14:17:08,0054,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,14:48:16,0020,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,14:50:06,0021,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,15:01:18,0055,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,15:07:30,0022,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,16:05:48,0056,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,16:06:40,0057,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,16:07:52,0058,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,16:18:52,0023,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,16:19:58,0024,47,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,16:20:26,0059,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,16:39:22,0060,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,17:06:22,0025,47,FALSE,TRUE,FALSE,,,,,,1,,,,,,,FALSE,FALSE,
3,17,2/28/23,17:32:38,0061,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/28/23,17:45:14,0062,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,18:00:28,0001,39,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,18:01:36,0002,39,FALSE,TRUE,FALSE,,,,1,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,18:27:52,0026,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,18:40:06,0027,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,18:41:04,0028,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,18:49:02,0003,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,19:44:28,0029,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,20:06:34,0004,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,20:21:06,0005,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,21:33:50,0030,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,22:15:22,0031,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,22:22:30,0032,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,22:23:36,0033,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,22:43:40,0034,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/27/23,23:09:42,0035,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
3,17,2/26/23,23:35:18,0006,NA,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,7:26:52,0052,75,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,8:25:26,0053,NA,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,8:26:54,0054,85,FALSE,FALSE,TRUE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,9:24:54,0055,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,9:28:26,0056,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,10:47:54,0057,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,10:58:28,0058,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,11:18:42,0059,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,11:33:58,0060,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,12:20:46,0061,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,12:25:00,0062,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,12:31:12,0063,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,12:34:04,0064,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:05:30,0065,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:11:18,0066,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:15:08,0067,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:16:46,0068,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:19:04,0069,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:20:06,0070,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:21:30,0071,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:25:04,0072,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:29:40,0073,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:32:02,0074,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:33:56,0075,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:37:54,0076,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:43:16,0077,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:49:56,0078,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:51:32,0079,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:53:28,0080,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:56:02,0081,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,13:58:32,0082,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:00:50,0083,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:01:56,0084,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:02:56,0085,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:06:30,0086,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:08:42,0087,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:15:52,0088,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:18:14,0089,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:19:48,0090,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:21:38,0091,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:31:54,0092,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:40:30,0093,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:44:48,0094,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:46:48,0095,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:48:38,0096,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:50:12,0097,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:51:24,0098,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:53:40,0099,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:55:34,0100,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:57:20,0101,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,14:59:14,0102,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:00:34,0103,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:01:32,0104,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:05:10,0105,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:06:16,0106,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:10:48,0107,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:12:20,0108,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:16:12,0109,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:24:02,0110,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:26:26,0111,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:28:26,0112,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:29:54,0113,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
4,2,4/5/23,15:31:28,0114,85,FALSE,FALSE,FALSE,,,,,,,,,,,,,FALSE,FALSE,
